,POSITION,HEIGHT,WEIGHT,PLAYER,AGE,Injury Status,INJURY COUNT,GAMES MISSED,INJURY TYPE,TEAM
1269,D,"5'10""",170,Russell Kris,32,Injured,1.0,10.0,Groin,Edmonton
1270,RW,"6'1""",205,Russell Patrick,26,Not Injured,,,,
1271,RW,"5'11""",192,Rust Bryan,27,Injured,2.0,1.0,Lower body,Pittsburgh
1272,RW,"5'11""",192,Rust Bryan,27,Injured,2.0,9.0,Lower body,Pittsburgh
1273,D,"6'3""",200,Rutta Jan,28,Not Injured,,,,
1274,C,"6'4""",209,Ruzicka Adam,20,Not Injured,,,,
1275,RW,"6'2""",209,Ryan Bobby,32,Injured,1.0,3.0,Concussion,Ottawa
1276,C,"5'10""",185,Ryan Derek,32,Not Injured,,,,
1277,D,"5'11""",185,Ryan Joakim,26,Not Injured,,,,
1278,LW,"6'1""",205,Rychel Kerby,24,Not Injured,,,,
1279,C,"6'0""",187,Rymsha Drake,20,Not Injured,,,,
1280,LW,"6'1""",206,Saad Brandon,26,Injured,1.0,2.0,Arm,Chicago
1281,C,"5'11""",200,Saarela Aleksi,22,Not Injured,,,,
1282,RW,"5'11""",203,Salomaki Miikka,26,Injured,1.0,34.0,Upper body,Nashville
1283,G,"6'2""",205,Samsonov Ilya,22,Not Injured,,,,
1284,LW,"6'4""",207,Sanford Zach,24,Injured,1.0,3.0,Concussion,St. Louis
1285,D,"6'3""",181,Sanheim Travis,23,Not Injured,,,,
1286,D,"6'2""",205,Santini Steve,24,Not Injured,,,,
1287,G,"5'11""",180,Saros Juuse,24,Not Injured,,,,
1288,G,"6'1""",205,Sateri Harri,29,Not Injured,,,,
1289,D,"6'0""",195,Sautner Ashton,25,Not Injured,,,,
1290,D,"6'2""",227,Savard David,28,Not Injured,,,,
1291,D,"6'3""",204,Sbisa Luca,29,Not Injured,,,,
1292,D,"6'3""",208,Scandella Marco,29,Injured,5.0,1.0,Lower body,Buffalo
1293,D,"6'3""",208,Scandella Marco,29,Injured,5.0,4.0,Lower body,Buffalo
1294,D,"6'3""",208,Scandella Marco,29,Injured,5.0,1.0,Upper body,Buffalo
1295,D,"6'3""",208,Scandella Marco,29,Injured,5.0,4.0,Upper body,Buffalo
1296,D,"6'3""",208,Scandella Marco,29,Injured,5.0,8.0,Vertigo,Buffalo
1297,D,"6'1""",180,Scarlett Reece,26,Not Injured,,,,
1298,C,"6'0""",192,Sceviour Colton,30,Injured,1.0,17.0,Hand,Florida
1299,C,"6'2""",204,Schaller Tim,28,Not Injured,,,,
1300,C,"6'3""",207,Scheifele Mark,26,Not Injured,,,,
1301,RW,"6'1""",200,Schenn Brayden,27,Injured,2.0,4.0,Upper body,St. Louis
1302,RW,"6'1""",200,Schenn Brayden,27,Injured,2.0,6.0,Upper body,St. Louis
1303,D,"6'2""",229,Schenn Luke,29,Not Injured,,,,
1304,RW,"6'1""",192,Scherbak Nikita,23,Injured,2.0,1.0,Lower body,Los Angeles
1305,RW,"6'1""",192,Scherbak Nikita,23,Injured,2.0,8.0,Lower body,Montreal
1306,D,"6'2""",196,Schilling Cameron,30,Not Injured,,,,
1307,D,"6'0""",190,Schlemko David,32,Injured,2.0,16.0,Knee,Montreal
1308,D,"6'0""",190,Schlemko David,32,Injured,2.0,7.0,Upper body,Montreal
1309,D,"6'2""",190,Schmaltz Jordan,25,Not Injured,,,,
1310,C,"6'0""",177,Schmaltz Nick,23,Injured,1.0,43.0,Lower body,Arizona/Phoenix
1311,G,"6'4""",168,Schmid Akira,19,Not Injured,,,,
1312,D,"6'1""",194,Schmidt Nate,27,Not Injured,,,,
1313,G,"6'3""",200,Schneider Cory,33,Injured,2.0,17.0,Abdominal,New Jersey
1314,G,"6'3""",200,Schneider Cory,33,Injured,2.0,8.0,Hip,New Jersey
1315,C,"5'9""",170,Schroeder Jordan,28,Not Injured,,,,
1316,D,"6'1""",205,Schuldt Jimmy,24,Not Injured,,,,
1317,D,"6'2""",193,Schultz Justin,28,Injured,1.0,53.0,Leg,Pittsburgh
1318,LW,"5'10""",190,Schwartz Jaden,27,Injured,2.0,2.0,Foot,St. Louis
1319,LW,"5'10""",190,Schwartz Jaden,27,Injured,2.0,11.0,Upper body,St. Louis
1320,G,"6'4""",184,Scott Ian,20,Not Injured,,,,
1321,D,"6'3""",220,Seabrook Brent,34,Injured,1.0,3.0,Abdominal,Chicago
1322,C,"6'0""",205,Sedlak Lukas,26,Not Injured,,,,
1323,D,"6'2""",198,Seeler Nick,26,Injured,1.0,2.0,Upper body,Minnesota
1324,C,"6'1""",200,Seguin Tyler,27,Not Injured,,,,
1325,D,"6'0""",199,Seidenberg Dennis,37,Not Injured,,,,
1326,D,"6'0""",200,Sekera Andrej,33,Injured,1.0,58.0,Achilles,Edmonton
1327,LW,"5'9""",156,Seney Brett,23,Not Injured,,,,
1328,RW,"6'1""",192,Senyshyn Zach,22,Not Injured,,,,
1329,D,"6'3""",215,Sergachev Mikhail,21,Not Injured,,,,
1330,D,"6'2""",205,Severson Damon,24,Not Injured,,,,
1331,D,"6'0""",206,Shattenkirk Kevin,30,Injured,1.0,7.0,Shoulder,NY Rangers
1332,RW,"5'11""",182,Shaw Andrew,27,Injured,1.0,15.0,Neck,Montreal
1333,RW,"6'3""",208,Shaw Logan,26,Not Injured,,,,
1334,C,"6'3""",214,Sheahan Riley,27,Not Injured,,,,
1335,LW,"5'8""",175,Sheary Conor,27,Injured,1.0,4.0,Upper body,Buffalo
1336,RW,"6'0""",194,Sherwood Kiefer,24,Not Injured,,,,
1337,RW,"6'1""",202,Sherwood Kole,22,Not Injured,,,,
1338,C,"6'1""",205,Shore Devin,24,Injured,2.0,2.0,Knee,Anaheim
1339,C,"6'1""",205,Shore Devin,24,Injured,2.0,4.0,Lower body,Dallas
1340,C,"6'1""",195,Shore Nick,26,Not Injured,,,,
1341,D,"6'3""",206,Siegenthaler Jonas,22,Not Injured,,,,
1342,D,"6'3""",210,Siemens Duncan,25,Not Injured,,,,
1343,C,"5'11""",158,Sikura Dylan,24,Not Injured,,,,
1344,RW,"6'1""",204,Silfverberg Jakob,28,Injured,2.0,5.0,Finger,Anaheim
1345,RW,"6'1""",204,Silfverberg Jakob,28,Injured,2.0,4.0,Lower body,Anaheim
1346,D,"5'11""",200,Simek Radim,26,Not Injured,,,,
1347,RW,"6'2""",185,Simmonds Wayne,30,Not Injured,,,,
1348,C,"5'11""",190,Simon Dominik,24,Injured,1.0,8.0,Lower body,Pittsburgh
1349,D,"6'2""",205,Simpson Dillon,26,Not Injured,,,,
1350,C,"6'1""",200,Sissons Colton,25,Injured,1.0,7.0,Ankle,Nashville
1351,LW,"5'11""",200,Skinner Jeff,27,Not Injured,,,,
1352,D,"6'3""",214,Skjei Brady,25,Injured,1.0,1.0,Knee,NY Rangers
1353,D,"5'11""",181,Sklenicka David,22,Not Injured,,,,
1354,D,"6'3""",207,Slavin Jaccob,25,Not Injured,,,,
1355,RW,"6'2""",221,Slepyshev Anton,25,Not Injured,,,,
1356,D,"6'2""",195,Smith Brendan,30,Injured,1.0,2.0,Upper body,NY Rangers
1357,LW,"5'11""",181,Smith C.J.,24,Not Injured,,,,
1358,RW,"6'1""",208,Smith Craig,29,Injured,1.0,6.0,Lower body,Nashville
1359,C,"5'10""",190,Smith Gemel,25,Not Injured,,,,
1360,G,"6'0""",178,Smith Jeremy,30,Not Injured,,,,
1361,G,"6'5""",220,Smith Mike,37,Not Injured,,,,
1362,RW,"6'0""",185,Smith Reilly,28,Not Injured,,,,
1363,LW,"6'2""",208,Smith Zack,31,Injured,2.0,3.0,Back,Ottawa
1364,LW,"6'2""",208,Smith Zack,31,Injured,2.0,9.0,Facial,Ottawa
1365,RW,"6'0""",223,Smith-Pelly Devante,27,Not Injured,,,,
1366,LW,"5'10""",184,Sobotka Vladimir,32,Injured,2.0,3.0,Upper body,Buffalo
1367,LW,"5'10""",184,Sobotka Vladimir,32,Injured,2.0,5.0,Upper body,Buffalo
1368,C,"6'3""",210,Soderberg Carl,33,Not Injured,,,,
1369,C,"6'1""",181,Somppi Otto,21,Not Injured,,,,
1370,LW,"5'11""",175,Sorensen Marcus,27,Injured,1.0,2.0,Mouth,San Jose
1371,RW,"5'11""",185,Soshnikov Nikita,25,Injured,1.0,10.0,Concussion,St. Louis
1372,D,"6'6""",243,Sosunov Oleg,21,Not Injured,,,,
1373,D,"6'5""",208,Soucy Carson,24,Not Injured,,,,
1374,C,"5'11""",172,Soy Tyler,22,Not Injured,,,,
1375,G,"6'3""",201,Sparks Garret,26,Injured,1.0,5.0,Concussion,Toronto
1376,D,"6'2""",203,Spencer Matt,22,Not Injured,,,,
1377,C,"6'3""",215,Spezza Jason,36,Not Injured,,,,
1378,C,"5'11""",191,Spooner Ryan,27,Injured,2.0,1.0,Lower body,NY Rangers
1379,C,"5'11""",191,Spooner Ryan,27,Injured,2.0,11.0,Groin,Vancouver
1380,RW,"6'0""",180,Sprong Daniel,22,Not Injured,,,,
1381,D,"6'4""",205,Sproul Ryan,26,Not Injured,,,,
1382,D,"5'9""",167,Spurgeon Jared,29,Not Injured,,,,
1383,C,"6'4""",207,Staal Eric,34,Not Injured,,,,
1384,C,"6'4""",220,Staal Jordan,30,Injured,2.0,5.0,Concussion,Carolina
1385,C,"6'4""",220,Staal Jordan,30,Injured,2.0,27.0,Concussion,Carolina
1386,D,"6'4""",213,Staal Marc,32,Injured,1.0,2.0,Lower body,NY Rangers
1387,RW,"6'2""",215,Stafford Drew,33,Injured,1.0,4.0,Upper body,New Jersey
1388,C,"6'1""",195,Stajan Matt,35,Not Injured,,,,
1389,G,"6'0""",198,Stalock Alex,31,Not Injured,,,,
1390,C,"6'1""",194,Stamkos Steven,29,Not Injured,,,,
1391,D,"6'7""",231,Stanley Logan,21,Not Injured,,,,
1392,G,"6'5""",195,Starrett Shane,24,Not Injured,,,,
1393,C,"6'0""",193,Stastny Paul,33,Injured,1.0,30.0,Lower body,Vegas
1394,D,"5'10""",186,Stecher Troy,25,Injured,1.0,3.0,Concussion,Vancouver
1395,C,"6'0""",180,Steel Sam,21,Not Injured,,,,
1396,LW,"6'0""",211,Steen Alexander,35,Not Injured,,,,
1397,RW,"5'11""",195,Stempniak Lee,36,Not Injured,,,,
1398,C,"6'4""",210,Stenlund Kevin,22,Not Injured,,,,
1399,C,"6'0""",196,Stepan Derek,29,Injured,1.0,10.0,Leg,Arizona/Phoenix
1400,D,"6'2""",199,Stephens Devante,22,Not Injured,,,,
1401,C,"6'0""",203,Stephenson Chandler,25,Not Injured,,,,
1402,C,"6'2""",204,Stevens John,25,Not Injured,,,,
1403,RW,"6'2""",242,Stewart Chris,31,Not Injured,,,,
1404,D,"6'2""",195,Stillman Riley,21,Not Injured,,,,
1405,G,"6'6""",210,Stolarz Anthony,25,Injured,1.0,16.0,Lower body,Philadelphia
1406,RW,"6'4""",219,Stone Mark,27,Not Injured,,,,
1407,D,"6'3""",210,Stone Michael,29,Injured,1.0,49.0,Blood clots,Calgary
1408,D,"6'4""",216,Stoner Clayton,34,Not Injured,,,,
1409,C,"6'0""",177,Stotts Riley,19,Not Injured,,,,
1410,D,"5'11""",190,Stralman Anton,32,Injured,2.0,12.0,Lower body,Tampa Bay
1411,D,"5'11""",190,Stralman Anton,32,Injured,2.0,17.0,Upper body,Tampa Bay
1412,C,"5'11""",200,Street Ben,32,Not Injured,,,,
1413,C,"6'3""",200,Strome Dylan,22,Not Injured,,,,
1414,C,"6'1""",194,Strome Ryan,25,Not Injured,,,,
1415,RW,"6'0""",165,Studenic Marian,20,Not Injured,,,,
1416,C,"6'1""",171,Studnicka Jack,20,Not Injured,,,,
1417,G,"6'2""",200,Subban Malcolm,25,Not Injured,,,,
1418,D,"6'0""",210,Subban P.K.,30,Injured,1.0,19.0,Upper body,Nashville
1419,D,"6'2""",207,Sulak Libor,25,Not Injured,,,,
1420,C,"6'3""",209,Sundqvist Oskar,25,Injured,1.0,8.0,Upper body,St. Louis
1421,C,"6'0""",180,Suomela Antti,25,Not Injured,,,,
1422,D,"6'7""",220,Sustr Andrej,28,Not Injured,,,,
1423,D,"6'2""",208,Suter Ryan,34,Not Injured,,,,
1424,C,"6'3""",190,Sutter Brandon,30,Injured,2.0,26.0,Hernia,Vancouver
1425,C,"6'3""",190,Sutter Brandon,30,Injured,2.0,30.0,Shoulder,Vancouver
1426,RW,"6'2""",195,Svechnikov Andrei,19,Not Injured,,,,
1427,LW,"6'2""",199,Svechnikov Evgeny,22,Not Injured,,,,
1428,G,"6'3""",192,Svoboda Miroslav,24,Not Injured,,,,
1429,RW,"5'11""",200,Szwarz Jordan,28,Not Injured,,,,
1430,G,"6'4""",196,Talbot Cam,32,Not Injured,,,,
1431,LW,"5'10""",176,Tammela Jonne,21,Not Injured,,,,
1432,LW,"6'0""",180,Tanev Brandon,27,Injured,1.0,2.0,Finger,Winnipeg/Atlanta
1433,D,"6'2""",197,Tanev Christopher,29,Not Injured,,,,
1434,LW,"6'4""",221,Tangradi Eric,30,Not Injured,,,,
1435,D,"5'10""",182,Taormina Matt,32,Not Injured,,,,
1436,RW,"6'0""",225,Tarasenko Vladimir,27,Injured,1.0,5.0,Upper body,St. Louis
1437,LW,"5'10""",182,Tatar Tomas,28,Not Injured,,,,
1438,C,"6'1""",209,Tavares John,28,Not Injured,,,,
1439,D,"5'11""",181,Taylor  Jeff,25,Not Injured,,,,
1440,D,"6'2""",205,Tennyson Matt,29,Not Injured,,,,
1441,LW,"5'11""",191,Teravainen Teuvo,24,Not Injured,,,,
1442,LW,"5'10""",191,Terry Chris,30,Not Injured,,,,
1443,RW,"6'1""",175,Terry Troy,21,Injured,1.0,3.0,Leg,Anaheim
1444,D,"6'0""",180,Teves Josh,24,Not Injured,,,,
1445,C,"6'0""",174,Texier Alexandre,19,Not Injured,,,,
1446,D,"6'2""",195,Theodore Shea,23,Not Injured,,,,
1447,D,"6'1""",190,Thomas Ben,23,Not Injured,,,,
